OrderID,Date,CustomerID,Product,Quantity,UnitPrice,ShippingAddress,PaymentMethod,OrderStatus,TrackingNumber,ItemsInCart,CouponCode,ReferralSource,TotalPrice
200248,02-07-2023,97187,Laptop,1,670.54,471,Cash,Shipped,62283713,6,FREESHIP,Referral,670.54
200696,02-07-2023,22429,Chair,4,151.2,965,Gift Card,Pending,38572927,9,WINTER15,Facebook,604.8
200189,05-07-2023,48939,Printer,5,429.45,597,Gift Card,Cancelled,62786764,5,WINTER15,Email,2147.25
200394,05-07-2023,70148,Desk,5,529.55,359,Gift Card,Shipped,34848650,10,,Facebook,2647.75
200507,05-07-2023,86481,Phone,1,171.59,546,Credit Card,Pending,87513944,5,WINTER15,Email,171.59
200123,06-07-2023,86064,Desk,3,278.04,727,Online,Delivered,62182901,5,,Instagram,834.12
200769,06-07-2023,13366,Printer,4,678.55,568,Cash,Delivered,98691410,5,,Email,2714.2
200629,07-07-2023,50137,Phone,3,19.73,840,Online,Pending,91836131,3,,Referral,59.19
200357,08-07-2023,74982,Laptop,5,408.56,398,Debit Card,Delivered,98700702,8,FREESHIP,Instagram,2042.8
201018,08-07-2023,77499,Laptop,3,182.48,209,Cash,Delivered,20703086,3,,Instagram,547.44
200313,09-07-2023,67687,Chair,2,434.3,978,Cash,Delivered,22838735,7,SAVE10,Instagram,868.6
200872,10-07-2023,59169,Chair,4,629.34,172,Cash,Shipped,90883858,7,,Email,2517.36
200354,11-07-2023,31772,Phone,1,693.41,992,Debit Card,Shipped,11970357,4,,Instagram,693.41
200240,12-07-2023,14983,Tablet,1,17.24,255,Online,Pending,93444157,2,FREESHIP,Instagram,17.24
200498,12-07-2023,73961,Tablet,4,132.56,306,Cash,Returned,32607173,8,WINTER15,Instagram,530.24
200938,12-07-2023,39017,Chair,3,331.46,696,Credit Card,Cancelled,91155214,6,WINTER15,Referral,994.38
201197,13-07-2023,79674,Tablet,2,436.84,275,Online,Delivered,88039356,2,FREESHIP,Instagram,873.68
200390,14-07-2023,55996,Printer,5,508.69,885,Cash,Delivered,30547638,10,FREESHIP,Google,2543.45
201165,14-07-2023,36992,Chair,3,223.79,617,Debit Card,Pending,63460217,3,,Google,671.37
200015,17-07-2023,39416,Printer,1,473.96,942,Cash,Delivered,54930938,3,,Google,473.96
200941,17-07-2023,91155,Printer,5,111.7,599,Credit Card,Cancelled,82162952,9,FREESHIP,Email,558.5
200220,18-07-2023,79506,Laptop,2,373.17,497,Credit Card,Pending,95188748,6,SAVE10,Referral,746.34
200416,18-07-2023,20881,Laptop,2,644.05,652,Gift Card,Cancelled,26263902,5,WINTER15,Referral,1288.1
200466,18-07-2023,37412,Phone,1,432.47,895,Cash,Delivered,97829604,4,FREESHIP,Referral,432.47
200047,19-07-2023,38134,Desk,2,209.94,323,Credit Card,Returned,42450754,3,FREESHIP,Email,419.88
200494,19-07-2023,64516,Laptop,3,505.79,459,Debit Card,Pending,63920573,3,FREESHIP,Referral,1517.37
201156,19-07-2023,20512,Laptop,4,690.78,980,Credit Card,Shipped,98234737,9,,Referral,2763.12
200154,20-07-2023,73587,Phone,4,408.21,727,Credit Card,Pending,13955543,9,,Instagram,1632.84
200247,20-07-2023,14600,Printer,2,220.9,785,Gift Card,Shipped,84984764,4,,Email,441.8
200193,21-07-2023,11644,Printer,1,46.66,429,Cash,Cancelled,81320339,6,,Google,46.66
200452,23-07-2023,36467,Printer,1,75.78,581,Cash,Pending,20863987,5,SAVE10,Google,75.78
200682,23-07-2023,50274,Monitor,3,509.42,449,Credit Card,Cancelled,91729086,5,FREESHIP,Google,1528.26
200759,24-07-2023,96283,Desk,3,308.01,366,Cash,Pending,91784124,3,FREESHIP,Facebook,924.03
200921,24-07-2023,90573,Tablet,1,438.93,144,Gift Card,Cancelled,90075720,3,SAVE10,Referral,438.93
200327,25-07-2023,17302,Phone,1,359.99,385,Gift Card,Cancelled,43940016,5,SAVE10,Email,359.99
200506,25-07-2023,23279,Monitor,2,43.67,696,Cash,Returned,58039693,4,WINTER15,Instagram,87.34
200289,26-07-2023,17136,Chair,4,160.49,333,Credit Card,Shipped,55362541,8,WINTER15,Referral,641.96
200162,27-07-2023,82313,Chair,3,65.86,917,Online,Pending,79854624,8,WINTER15,Google,197.58
200281,27-07-2023,87181,Desk,4,654.79,195,Cash,Pending,60093390,9,,Referral,2619.16
201181,27-07-2023,70246,Desk,3,158.74,293,Online,Pending,45708320,7,FREESHIP,Instagram,476.22
200785,29-07-2023,45862,Chair,1,176.1,342,Credit Card,Pending,53089983,1,SAVE10,Instagram,176.1
200050,31-07-2023,96494,Tablet,1,179.22,446,Online,Cancelled,14675049,6,FREESHIP,Instagram,179.22
201166,31-07-2023,95568,Chair,3,324.47,971,Cash,Delivered,37075292,4,WINTER15,Email,973.41
200485,01-08-2023,46651,Chair,3,404.79,764,Cash,Shipped,67679195,6,SAVE10,Instagram,1214.37
200593,02-08-2023,51024,Monitor,1,489.8,636,Gift Card,Shipped,31375086,4,FREESHIP,Facebook,489.8
200875,03-08-2023,25918,Laptop,5,133.39,203,Credit Card,Delivered,66473392,6,FREESHIP,Referral,666.95
201170,03-08-2023,94257,Printer,2,697.19,762,Cash,Returned,40220743,7,FREESHIP,Email,1394.38
200135,04-08-2023,79909,Printer,2,68.81,642,Gift Card,Shipped,86742257,5,SAVE10,Referral,137.62
200144,04-08-2023,63365,Desk,5,219.78,895,Credit Card,Pending,80100887,8,,Facebook,1098.9
200177,05-08-2023,55632,Chair,5,431.69,354,Credit Card,Pending,13003066,10,,Facebook,2158.45
200627,06-08-2023,53334,Chair,3,498.68,879,Online,Returned,31724421,4,FREESHIP,Email,1496.04
200541,07-08-2023,69009,Printer,5,456.06,879,Cash,Pending,61295842,10,,Instagram,2280.3
200321,09-08-2023,47086,Phone,4,152.29,135,Debit Card,Cancelled,44194358,6,WINTER15,Google,609.16
200127,10-08-2023,71486,Desk,3,469.32,365,Debit Card,Shipped,73929833,3,,Google,1407.96
200215,10-08-2023,26767,Printer,1,303.6,432,Cash,Shipped,24585307,5,FREESHIP,Facebook,303.6
200192,11-08-2023,58410,Desk,1,645.46,151,Gift Card,Cancelled,19749672,5,SAVE10,Google,645.46
200268,11-08-2023,37032,Phone,2,423.88,655,Debit Card,Delivered,48639226,7,SAVE10,Referral,847.76
200890,11-08-2023,51921,Laptop,3,439.53,943,Debit Card,Pending,85741716,5,,Google,1318.59
200407,13-08-2023,85993,Tablet,4,547.32,250,Cash,Returned,72547640,8,FREESHIP,Instagram,2189.28
201155,13-08-2023,41478,Printer,4,534.57,667,Credit Card,Delivered,62068126,6,FREESHIP,Facebook,2138.28
201176,13-08-2023,39260,Tablet,2,213.83,374,Debit Card,Cancelled,55587314,2,WINTER15,Email,427.66
200171,15-08-2023,20448,Tablet,2,148.22,336,Credit Card,Delivered,67379895,7,WINTER15,Instagram,296.44
200789,17-08-2023,57276,Tablet,5,691.28,183,Online,Delivered,75899752,10,SAVE10,Email,3456.4
201100,17-08-2023,15146,Laptop,5,38.11,428,Debit Card,Cancelled,79790530,6,WINTER15,Instagram,190.55
201128,17-08-2023,49198,Monitor,3,646.79,447,Cash,Cancelled,10883354,5,WINTER15,Google,1940.37
200040,20-08-2023,84766,Desk,2,344.02,267,Online,Delivered,78967923,4,FREESHIP,Instagram,688.04
200547,20-08-2023,40427,Phone,1,613.98,411,Online,Delivered,25392280,4,FREESHIP,Facebook,613.98
200585,20-08-2023,91486,Tablet,4,67.08,907,Cash,Returned,79617136,8,WINTER15,Google,268.32
200803,20-08-2023,88775,Monitor,5,397.81,223,Debit Card,Returned,45098068,5,SAVE10,Referral,1989.05
200858,20-08-2023,22167,Tablet,5,435.66,891,Online,Pending,70269748,9,,Facebook,2178.3
200945,20-08-2023,79722,Tablet,5,276.44,619,Gift Card,Shipped,29976438,10,FREESHIP,Referral,1382.2
200964,20-08-2023,18583,Phone,5,364.42,778,Credit Card,Cancelled,43084595,10,SAVE10,Referral,1822.1
201050,20-08-2023,70659,Laptop,5,69.7,722,Online,Returned,49663597,9,,Instagram,348.5
200776,21-08-2023,69168,Tablet,1,21.19,482,Cash,Returned,10446197,5,WINTER15,Google,21.19
201092,21-08-2023,38642,Laptop,5,209.2,930,Debit Card,Delivered,47744396,6,WINTER15,Email,1046
200062,22-08-2023,36497,Desk,2,43.15,691,Debit Card,Pending,12102911,3,WINTER15,Email,86.3
200083,22-08-2023,15681,Laptop,4,540.41,989,Credit Card,Cancelled,75112172,6,,Referral,2161.64
200553,23-08-2023,82550,Phone,2,333.83,828,Gift Card,Cancelled,74103758,4,FREESHIP,Referral,667.66
200786,23-08-2023,39130,Chair,5,45.31,774,Online,Cancelled,99583414,8,,Referral,226.55
201062,23-08-2023,13501,Chair,5,85.52,301,Gift Card,Cancelled,65149372,5,,Facebook,427.6
200376,24-08-2023,64549,Monitor,5,201.22,341,Debit Card,Pending,20788231,6,FREESHIP,Facebook,1006.1
200839,24-08-2023,82858,Chair,3,197.97,551,Online,Cancelled,90618490,5,,Google,593.91
200048,26-08-2023,12408,Monitor,2,80.77,464,Debit Card,Shipped,38938858,4,,Google,161.54
200433,26-08-2023,36613,Monitor,3,631.64,785,Credit Card,Returned,13282106,3,FREESHIP,Facebook,1894.92
200197,27-08-2023,80135,Laptop,5,221.51,723,Cash,Returned,95222269,5,WINTER15,Referral,1107.55
200680,27-08-2023,16702,Monitor,3,463.39,694,Credit Card,Returned,16953491,3,,Facebook,1390.17
200084,28-08-2023,64160,Monitor,2,165.49,967,Online,Shipped,34121529,4,WINTER15,Instagram,330.98
201171,28-08-2023,39911,Phone,4,518.4,699,Credit Card,Delivered,80431998,7,SAVE10,Facebook,2073.6
200209,29-08-2023,35854,Tablet,5,187.97,706,Cash,Returned,30615168,9,SAVE10,Google,939.85
200689,29-08-2023,13186,Tablet,2,444.84,787,Online,Shipped,56967415,7,,Facebook,889.68
200824,29-08-2023,18826,Monitor,3,481.1,664,Credit Card,Returned,12530495,3,FREESHIP,Facebook,1443.3
200013,30-08-2023,88348,Laptop,3,201.49,903,Credit Card,Returned,81913874,4,FREESHIP,Facebook,604.47
200352,31-08-2023,26637,Chair,5,173.96,995,Debit Card,Pending,59546992,8,WINTER15,Instagram,869.8
200503,31-08-2023,64554,Tablet,3,136.84,498,Online,Pending,95384568,4,FREESHIP,Facebook,410.52
200806,01-09-2023,55819,Chair,5,253.75,740,Online,Pending,13775054,9,WINTER15,Instagram,1268.75
201009,02-09-2023,54494,Tablet,2,176.46,696,Credit Card,Delivered,95958645,2,FREESHIP,Email,352.92
200432,04-09-2023,58443,Tablet,2,424.32,662,Credit Card,Returned,77163738,6,,Referral,848.64
200448,04-09-2023,16776,Laptop,2,160,854,Cash,Pending,12860600,4,SAVE10,Instagram,320
200768,04-09-2023,35987,Tablet,5,653.46,165,Cash,Cancelled,28918815,9,WINTER15,Email,3267.3
200204,05-09-2023,99775,Laptop,4,413.71,478,Gift Card,Cancelled,21638425,9,FREESHIP,Facebook,1654.84
200489,05-09-2023,11940,Tablet,3,149.34,589,Gift Card,Cancelled,85466461,7,WINTER15,Email,448.02
200142,06-09-2023,86374,Desk,5,272.77,573,Cash,Pending,79451491,7,WINTER15,Email,1363.85
200947,07-09-2023,85520,Phone,4,465.66,119,Online,Returned,65994177,9,FREESHIP,Email,1862.64
200106,08-09-2023,73514,Desk,3,465.05,126,Credit Card,Cancelled,96777924,3,SAVE10,Email,1395.15
200729,08-09-2023,36997,Phone,4,186.41,819,Gift Card,Pending,92794872,6,SAVE10,Google,745.64
201058,08-09-2023,32943,Desk,2,412.14,127,Credit Card,Returned,26949106,2,FREESHIP,Instagram,824.28
200590,10-09-2023,55757,Printer,2,461.13,175,Gift Card,Returned,27356242,4,,Email,922.26
201052,11-09-2023,12301,Tablet,1,531.74,493,Online,Shipped,25145796,1,WINTER15,Google,531.74
200687,13-09-2023,19742,Tablet,1,332.09,408,Gift Card,Returned,68845230,5,FREESHIP,Instagram,332.09
200109,17-09-2023,51157,Desk,3,592.87,131,Gift Card,Shipped,18674578,3,FREESHIP,Referral,1778.61
200090,18-09-2023,36540,Chair,4,182.08,611,Gift Card,Delivered,35828122,4,SAVE10,Email,728.32
200272,19-09-2023,29758,Chair,2,399.32,119,Online,Pending,12990043,6,WINTER15,Instagram,798.64
200720,21-09-2023,12740,Desk,5,128.95,305,Cash,Pending,98506513,10,FREESHIP,Instagram,644.75
200224,23-09-2023,18567,Printer,4,91.46,507,Cash,Cancelled,17554673,9,SAVE10,Referral,365.84
200625,24-09-2023,22123,Tablet,1,672.89,519,Credit Card,Pending,43250279,1,WINTER15,Email,672.89
201136,24-09-2023,71899,Tablet,3,668.33,799,Gift Card,Pending,34856025,4,WINTER15,Facebook,2004.99
200075,26-09-2023,80651,Tablet,3,398.17,917,Debit Card,Delivered,14846720,5,SAVE10,Email,1194.51
200974,27-09-2023,30722,Desk,5,266.78,274,Gift Card,Cancelled,52088168,5,,Email,1333.9
201184,27-09-2023,10222,Laptop,1,204.08,979,Gift Card,Returned,86297895,4,,Google,204.08
200397,28-09-2023,30184,Monitor,1,427.06,987,Online,Cancelled,86674704,1,WINTER15,Referral,427.06
200470,29-09-2023,25149,Tablet,4,263.62,672,Cash,Shipped,33538608,5,SAVE10,Email,1054.48
200942,29-09-2023,17591,Tablet,1,479.76,882,Credit Card,Pending,56070470,1,,Email,479.76
200552,30-09-2023,21665,Chair,4,425.18,560,Online,Returned,29890761,8,WINTER15,Facebook,1700.72
200316,02-10-2023,66078,Desk,4,275.28,101,Gift Card,Shipped,86474559,9,WINTER15,Facebook,1101.12
200601,02-10-2023,12479,Monitor,5,24.82,529,Credit Card,Shipped,73935314,10,,Referral,124.1
200694,02-10-2023,92049,Printer,4,666.52,619,Cash,Shipped,32287092,8,FREESHIP,Email,2666.08
201030,02-10-2023,61773,Phone,4,245.28,176,Credit Card,Delivered,12936357,6,WINTER15,Email,981.12
200309,03-10-2023,63153,Chair,4,549.76,625,Debit Card,Delivered,38033305,4,FREESHIP,Facebook,2199.04
200314,04-10-2023,29931,Desk,4,153.09,540,Online,Delivered,48712417,4,FREESHIP,Referral,612.36
200636,05-10-2023,60384,Laptop,4,371.07,336,Cash,Cancelled,92080037,7,WINTER15,Facebook,1484.28
200817,05-10-2023,87994,Chair,4,598.19,430,Credit Card,Delivered,98883971,7,WINTER15,Email,2392.76
200562,06-10-2023,76675,Laptop,3,663.93,922,Gift Card,Returned,28043915,6,FREESHIP,Email,1991.79
200765,06-10-2023,36150,Laptop,2,534.91,281,Debit Card,Returned,96249043,5,SAVE10,Google,1069.82
201082,06-10-2023,96595,Chair,3,573.22,177,Debit Card,Pending,59779174,5,SAVE10,Email,1719.66
200049,07-10-2023,11985,Printer,1,30.44,633,Credit Card,Shipped,53272402,1,SAVE10,Email,30.44
201188,07-10-2023,75619,Printer,2,371.29,924,Gift Card,Shipped,23086941,5,WINTER15,Facebook,742.58
200413,08-10-2023,13923,Tablet,1,118.8,123,Online,Delivered,87598790,6,SAVE10,Email,118.8
200845,08-10-2023,24212,Phone,3,107.36,808,Gift Card,Delivered,68894675,5,FREESHIP,Google,322.08
200118,09-10-2023,27898,Printer,5,502.71,807,Gift Card,Shipped,61957665,7,FREESHIP,Google,2513.55
200686,09-10-2023,41903,Desk,3,53.6,525,Cash,Pending,59112382,4,WINTER15,Facebook,160.8
201112,13-10-2023,76929,Desk,1,356.81,563,Online,Delivered,80694400,1,WINTER15,Instagram,356.81
200980,14-10-2023,84320,Chair,3,69.65,107,Cash,Delivered,81093218,7,WINTER15,Instagram,208.95
201116,14-10-2023,69149,Printer,2,531.49,562,Credit Card,Delivered,61265132,7,WINTER15,Facebook,1062.98
200003,15-10-2023,33540,Chair,1,273.19,275,Debit Card,Returned,62788070,5,SAVE10,Facebook,273.19
200421,15-10-2023,50683,Chair,2,288.21,769,Debit Card,Cancelled,53032122,5,,Email,576.42
200638,15-10-2023,66840,Tablet,4,578.27,547,Online,Delivered,76929637,9,WINTER15,Email,2313.08
200717,16-10-2023,50087,Chair,3,122.11,707,Online,Delivered,31143760,4,WINTER15,Email,366.33
200853,16-10-2023,10002,Printer,3,490.01,894,Cash,Returned,94641152,4,SAVE10,Facebook,1470.03
201125,16-10-2023,23555,Desk,4,408.36,156,Gift Card,Cancelled,67210247,4,FREESHIP,Referral,1633.44
201161,16-10-2023,32570,Phone,1,11.39,826,Cash,Cancelled,35969968,6,WINTER15,Email,11.39
201167,17-10-2023,17966,Printer,2,92.87,360,Credit Card,Pending,31169396,5,FREESHIP,Facebook,185.74
200446,18-10-2023,89592,Laptop,5,509.58,262,Online,Delivered,49442402,6,FREESHIP,Instagram,2547.9
200279,20-10-2023,69167,Chair,3,55.01,263,Online,Pending,12425655,7,WINTER15,Email,165.03
200434,22-10-2023,73893,Printer,5,327.68,384,Credit Card,Returned,85939879,6,,Facebook,1638.4
200621,22-10-2023,37455,Phone,5,476.01,146,Credit Card,Delivered,82685594,7,WINTER15,Google,2380.05
200005,23-10-2023,37249,Phone,2,245.86,934,Credit Card,Shipped,72976927,4,SAVE10,Instagram,491.72
201021,23-10-2023,74519,Phone,3,315.27,309,Credit Card,Cancelled,97351945,4,SAVE10,Email,945.81
201055,23-10-2023,10787,Monitor,4,274.82,932,Debit Card,Delivered,91512567,9,WINTER15,Email,1099.28
200417,24-10-2023,44492,Laptop,5,55.41,954,Online,Cancelled,51429869,5,,Google,277.05
200492,25-10-2023,39074,Laptop,5,606.52,103,Debit Card,Shipped,13027036,6,SAVE10,Instagram,3032.6
200524,25-10-2023,44778,Phone,1,153,103,Credit Card,Returned,92617366,4,,Referral,153
200886,25-10-2023,29620,Phone,1,460.13,792,Credit Card,Returned,22046456,1,,Google,460.13
200129,27-10-2023,52751,Laptop,4,263.93,427,Debit Card,Shipped,72481234,4,FREESHIP,Facebook,1055.72
200646,27-10-2023,98761,Chair,4,498.51,804,Debit Card,Shipped,43262630,4,SAVE10,Google,1994.04
200550,29-10-2023,97485,Laptop,4,228.91,573,Cash,Shipped,81794737,4,FREESHIP,Google,915.64
201065,30-10-2023,47778,Printer,5,666.8,488,Debit Card,Delivered,79504329,7,SAVE10,Referral,3334
200159,31-10-2023,48965,Printer,1,299.35,819,Credit Card,Cancelled,50921780,5,WINTER15,Email,299.35
200385,31-10-2023,56851,Chair,5,191.63,752,Gift Card,Delivered,65290904,6,FREESHIP,Facebook,958.15
200874,31-10-2023,92180,Chair,2,488.9,632,Cash,Delivered,93315929,7,FREESHIP,Facebook,977.8
201180,31-10-2023,42235,Chair,4,298.36,722,Debit Card,Pending,49379882,8,FREESHIP,Google,1193.44
200227,02-11-2023,93220,Monitor,2,365.17,353,Online,Cancelled,89023251,4,FREESHIP,Facebook,730.34
200788,02-11-2023,47307,Chair,2,601.43,761,Online,Pending,43516112,5,FREESHIP,Instagram,1202.86
200275,04-11-2023,80735,Chair,2,65.07,360,Credit Card,Cancelled,99880231,4,SAVE10,Google,130.14
200231,05-11-2023,30955,Phone,4,41.9,327,Gift Card,Pending,46898848,9,FREESHIP,Instagram,167.6
200811,05-11-2023,24769,Laptop,2,28.55,864,Gift Card,Shipped,44538305,7,SAVE10,Email,57.1
200338,08-11-2023,53627,Phone,5,305.49,704,Debit Card,Shipped,64112352,10,,Referral,1527.45
200895,09-11-2023,81882,Chair,3,154.64,832,Debit Card,Pending,62371264,6,WINTER15,Facebook,463.92
200949,09-11-2023,55778,Desk,5,110.38,319,Cash,Pending,93797108,10,,Referral,551.9
201152,09-11-2023,25162,Tablet,2,344.18,533,Credit Card,Shipped,42183078,7,,Referral,688.36
200572,11-11-2023,27438,Printer,1,70.32,341,Cash,Returned,69125497,4,WINTER15,Facebook,70.32
200891,11-11-2023,36534,Monitor,3,654.54,918,Cash,Returned,38952138,7,SAVE10,Referral,1963.62
201035,12-11-2023,70315,Laptop,4,506.11,911,Cash,Cancelled,97732085,5,,Referral,2024.44
200699,13-11-2023,36813,Laptop,3,614.15,897,Gift Card,Cancelled,84088900,3,,Facebook,1842.45
200542,14-11-2023,49726,Tablet,1,17.98,934,Cash,Cancelled,20739460,6,FREESHIP,Email,17.98
200580,14-11-2023,71076,Monitor,2,255.99,340,Credit Card,Delivered,65148292,4,SAVE10,Instagram,511.98
200474,15-11-2023,72293,Printer,3,229.34,398,Credit Card,Shipped,84378003,6,SAVE10,Referral,688.02
200644,15-11-2023,86524,Chair,2,366.23,961,Cash,Shipped,62490506,2,WINTER15,Email,732.46
201040,15-11-2023,13169,Tablet,1,536.07,932,Debit Card,Delivered,66288666,5,FREESHIP,Google,536.07
200141,18-11-2023,80004,Printer,3,684.14,151,Cash,Cancelled,66230753,3,WINTER15,Instagram,2052.42
200995,18-11-2023,99271,Monitor,2,113.29,959,Cash,Pending,87832736,5,SAVE10,Facebook,226.58
201186,18-11-2023,65497,Monitor,1,163.32,676,Cash,Shipped,83702761,6,WINTER15,Facebook,163.32
200990,19-11-2023,52313,Phone,2,418.26,913,Debit Card,Pending,67368559,2,SAVE10,Google,836.52
201194,19-11-2023,29885,Printer,3,189.44,725,Cash,Pending,62067865,4,FREESHIP,Email,568.32
200009,21-11-2023,31946,Desk,4,509.38,102,Credit Card,Shipped,33478363,6,SAVE10,Google,2037.52
200028,21-11-2023,59823,Phone,4,160.07,568,Online,Pending,65895539,5,,Email,640.28
200905,23-11-2023,67818,Laptop,1,442.39,101,Gift Card,Pending,81978113,6,FREESHIP,Facebook,442.39
200287,24-11-2023,70437,Chair,4,655.18,630,Online,Shipped,26628830,5,,Facebook,2620.72
200364,24-11-2023,85282,Phone,5,628.74,740,Cash,Cancelled,86767206,9,FREESHIP,Facebook,3143.7
200935,24-11-2023,39593,Phone,3,692.71,398,Credit Card,Delivered,62405253,3,FREESHIP,Instagram,2078.13
200101,25-11-2023,15283,Printer,1,381.02,152,Cash,Shipped,19286291,6,,Google,381.02
200269,25-11-2023,48942,Tablet,4,663.67,129,Credit Card,Pending,29355120,7,FREESHIP,Google,2654.68
200305,25-11-2023,63822,Laptop,4,126.89,235,Cash,Pending,59353216,9,FREESHIP,Instagram,507.56
200469,26-11-2023,13877,Chair,5,676.98,893,Cash,Cancelled,17254691,5,,Facebook,3384.9
200981,26-11-2023,12609,Phone,4,136.83,490,Debit Card,Pending,56379337,8,SAVE10,Email,547.32
200115,27-11-2023,32580,Phone,5,374.99,122,Online,Shipped,23670394,9,SAVE10,Facebook,1874.95
200997,27-11-2023,26210,Laptop,3,444.75,805,Cash,Delivered,40616861,6,SAVE10,Facebook,1334.25
201174,27-11-2023,50159,Printer,3,222.34,105,Credit Card,Returned,53737452,5,WINTER15,Email,667.02
201054,29-11-2023,42949,Printer,1,660.66,447,Debit Card,Delivered,46415143,3,WINTER15,Instagram,660.66
200121,30-11-2023,89822,Desk,1,410.78,673,Cash,Cancelled,24138598,1,FREESHIP,Instagram,410.78
200349,30-11-2023,39648,Chair,1,465.33,824,Gift Card,Delivered,56016905,2,FREESHIP,Google,465.33
201088,30-11-2023,49831,Desk,3,491.43,213,Gift Card,Shipped,21232601,6,WINTER15,Instagram,1474.29
200151,01-12-2023,32960,Printer,5,444.76,947,Debit Card,Returned,91226500,7,,Email,2223.8
200396,01-12-2023,99217,Tablet,5,287.13,778,Online,Shipped,82004594,10,SAVE10,Email,1435.65
200779,01-12-2023,18076,Phone,3,588.74,751,Debit Card,Pending,26661705,8,FREESHIP,Email,1766.22
200319,02-12-2023,53049,Laptop,2,563.06,413,Cash,Returned,48974907,6,,Instagram,1126.12
200862,02-12-2023,37969,Desk,3,120.82,799,Credit Card,Shipped,69852386,5,SAVE10,Referral,362.46
200525,03-12-2023,54499,Monitor,1,668.48,160,Debit Card,Shipped,18061555,1,SAVE10,Email,668.48
200733,04-12-2023,90757,Tablet,4,494.84,694,Cash,Returned,87991608,8,SAVE10,Email,1979.36
200041,05-12-2023,20212,Monitor,3,611.45,657,Gift Card,Pending,69733327,4,FREESHIP,Instagram,1834.35
200186,07-12-2023,30334,Phone,2,133.55,322,Cash,Pending,66388885,7,FREESHIP,Facebook,267.1
200345,07-12-2023,24751,Tablet,5,501.26,259,Gift Card,Shipped,37285406,10,FREESHIP,Referral,2506.3
201001,08-12-2023,31371,Printer,2,253.68,122,Gift Card,Shipped,19554327,6,,Referral,507.36
200723,09-12-2023,14455,Desk,3,54.95,385,Cash,Returned,50933724,8,SAVE10,Referral,164.85
200406,10-12-2023,11657,Tablet,4,66.1,572,Cash,Returned,50284486,9,WINTER15,Google,264.4
200068,11-12-2023,41598,Chair,3,490.92,709,Credit Card,Pending,81665940,5,FREESHIP,Email,1472.76
200308,11-12-2023,75888,Printer,3,448.9,790,Debit Card,Returned,98467398,7,SAVE10,Instagram,1346.7
200960,11-12-2023,87687,Laptop,3,379.07,312,Gift Card,Pending,60383805,3,WINTER15,Google,1137.21
200563,12-12-2023,12039,Laptop,1,132.68,844,Debit Card,Returned,68645763,1,SAVE10,Referral,132.68
200851,12-12-2023,80183,Laptop,1,365.57,146,Online,Cancelled,20814598,5,SAVE10,Email,365.57
200150,13-12-2023,25503,Phone,2,105.57,981,Debit Card,Returned,29878837,5,WINTER15,Google,211.14
200441,13-12-2023,52915,Printer,2,328.54,475,Gift Card,Returned,79466982,6,FREESHIP,Email,657.08
200635,13-12-2023,12818,Chair,3,63.68,434,Cash,Returned,40879983,6,,Facebook,191.04
201037,13-12-2023,32347,Printer,1,249.81,408,Cash,Pending,54073964,1,SAVE10,Google,249.81
200043,14-12-2023,60572,Chair,3,499.21,871,Online,Cancelled,20351666,8,,Instagram,1497.63
200230,16-12-2023,94595,Desk,4,61.91,948,Gift Card,Delivered,24497305,6,WINTER15,Email,247.64
200389,17-12-2023,29703,Desk,4,697.5,558,Cash,Shipped,40543461,7,FREESHIP,Referral,2790
200831,18-12-2023,20124,Printer,2,88.73,140,Online,Pending,61346824,5,,Google,177.46
201138,18-12-2023,13100,Desk,4,294.41,188,Debit Card,Pending,55565668,4,,Instagram,1177.64
200298,19-12-2023,19402,Printer,4,301.17,267,Online,Cancelled,97825212,6,,Email,1204.68
200545,19-12-2023,74138,Monitor,2,98.47,964,Cash,Returned,74091695,3,,Instagram,196.94
201066,20-12-2023,10791,Desk,1,355.09,674,Debit Card,Cancelled,20321248,5,SAVE10,Instagram,355.09
200138,21-12-2023,21905,Tablet,1,298.06,478,Debit Card,Pending,31863841,3,WINTER15,Google,298.06
200265,22-12-2023,20752,Printer,1,572.13,150,Debit Card,Cancelled,22298450,4,SAVE10,Google,572.13
200649,23-12-2023,45899,Monitor,2,642.98,153,Debit Card,Returned,32932093,7,FREESHIP,Email,1285.96
201086,23-12-2023,46967,Tablet,2,513.42,401,Online,Pending,91439791,5,WINTER15,Instagram,1026.84
200657,24-12-2023,19384,Tablet,4,87.79,532,Cash,Cancelled,33207064,6,FREESHIP,Instagram,351.16
200999,24-12-2023,61957,Printer,1,483.38,652,Cash,Pending,43983841,6,FREESHIP,Google,483.38
200254,26-12-2023,10866,Monitor,3,263.19,770,Online,Delivered,34809583,5,,Instagram,789.57
200149,27-12-2023,39671,Laptop,1,217.56,174,Debit Card,Delivered,47153818,3,,Facebook,217.56
200943,27-12-2023,43330,Monitor,3,193.49,355,Gift Card,Returned,71594838,6,FREESHIP,Facebook,580.47
200164,28-12-2023,70566,Desk,5,536.58,667,Gift Card,Pending,49673411,5,SAVE10,Google,2682.9
200388,28-12-2023,22657,Printer,3,633.97,152,Cash,Pending,49157047,7,WINTER15,Facebook,1901.91
201135,28-12-2023,11473,Printer,2,73.41,562,Online,Shipped,97793275,2,SAVE10,Google,146.82
200010,29-12-2023,43443,Tablet,5,625.97,333,Credit Card,Returned,98859248,9,WINTER15,Instagram,3129.85
