Date,Product,Quantity,UnitPrice,PaymentMethod,OrderStatus,ItemsInCart,CouponCode,ReferralSource,TotalPrice,CouponSave10,CouponWinter15,CouponFreeship,RevenueGenrated
07-01-2024,Tablet,5,423.93,Debit Card,Returned,5,FREESHIP,Facebook,2119.65,0.0,0.0,2119.65,0.0
07-02-2024,Printer,1,546.19,Cash,Pending,5,FREESHIP,Referral,546.19,0.0,0.0,546.19,0.0
07-02-2025,Desk,1,234.37,Debit Card,Shipped,5,FREESHIP,Email,234.37,0.0,0.0,234.37,0.0
07-02-2025,Laptop,5,73.83,Debit Card,Pending,9,FREESHIP,Instagram,369.15,0.0,0.0,369.15,0.0
07-02-2025,Printer,2,374.6,Online,Shipped,3,FREESHIP,Referral,749.2,0.0,0.0,749.2,0.0
07-03-2025,Monitor,5,460.14,Credit Card,Returned,10,WINTER15,Facebook,2300.7,0.0,345.105,0.0,0.0
07-03-2025,Laptop,1,132.05,Online,Delivered,2,WINTER15,Google,165.012,0.0,24.7518,0.0,140.2602
07-03-2025,Printer,3,305.16,Credit Card,Cancelled,8,SAVE10,Referral,915.48,91.54799999999999,0.0,0.0,0.0
07-04-2024,Printer,1,427.82,Online,Delivered,2,WINTER15,Email,427.82,0.0,64.173,0.0,363.647
07-04-2024,Tablet,2,183.67,Online,Cancelled,3,SAVE10,Google,367.34,36.733999999999995,0.0,0.0,0.0
07-04-2024,Printer,2,416.81,Cash,Returned,2,SAVE10,Facebook,833.62,83.36200000000001,0.0,0.0,0.0
07-04-2024,Laptop,5,508.59,Cash,Returned,8,WINTER15,Facebook,2332.082,0.0,349.81229999999994,0.0,0.0
07-04-2024,Laptop,4,515.59,Credit Card,Shipped,7,FREESHIP,Google,2062.36,0.0,0.0,2062.36,0.0
07-04-2024,Tablet,2,675.1,Cash,Pending,4,FREESHIP,Google,1350.2,0.0,0.0,1350.2,0.0
07-04-2024,Monitor,3,166.99,Cash,Returned,8,WINTER15,Facebook,500.97,0.0,75.1455,0.0,0.0
07-04-2025,Monitor,3,139.45,Gift Card,Returned,8,WINTER15,Google,418.35,0.0,62.7525,0.0,0.0
07-05-2024,Tablet,2,273.43,Cash,Shipped,7,WINTER15,Referral,546.86,0.0,82.029,0.0,0.0
07-05-2025,Desk,3,309.22,Online,Cancelled,7,FREESHIP,Google,927.66,0.0,0.0,927.66,0.0
07-05-2025,Laptop,3,364.14,Online,Pending,7,WINTER15,Referral,1092.42,0.0,163.86300000000003,0.0,0.0
07-06-2023,Chair,1,191.76,Credit Card,Returned,1,FREESHIP,Instagram,191.76,0.0,0.0,191.76,0.0
07-06-2023,Phone,1,450.07,Gift Card,Shipped,6,FREESHIP,Google,450.07,0.0,0.0,450.07,0.0
07-06-2023,Chair,5,448.15,Gift Card,Returned,7,SAVE10,Google,2240.75,224.075,0.0,0.0,0.0
07-06-2023,Monitor,5,678.19,Online,Returned,8,SAVE10,Facebook,2332.082,233.2082,0.0,0.0,0.0
07-06-2024,Printer,2,57.07,Debit Card,Returned,3,SAVE10,Instagram,165.012,16.501199999999997,0.0,0.0,0.0
07-06-2024,Printer,5,584.46,Credit Card,Returned,8,SAVE10,Email,2332.082,233.2082,0.0,0.0,0.0
07-06-2025,Tablet,5,433.26,Credit Card,Delivered,9,SAVE10,Google,2166.3,216.63,0.0,0.0,1949.67
07-07-2023,Phone,3,19.73,Online,Pending,3,WINTER15,Referral,165.012,0.0,24.7518,0.0,0.0
07-08-2023,Printer,5,456.06,Cash,Pending,10,FREESHIP,Instagram,2280.3,0.0,0.0,2280.3,0.0
07-09-2023,Phone,4,465.66,Online,Returned,9,FREESHIP,Email,1862.64,0.0,0.0,1862.64,0.0
07-09-2024,Laptop,4,644.96,Credit Card,Pending,7,FREESHIP,Email,2332.082,0.0,0.0,2332.082,0.0
07-09-2024,Desk,1,627.15,Cash,Delivered,5,SAVE10,Instagram,627.15,62.715,0.0,0.0,564.435
07-10-2023,Printer,1,30.44,Credit Card,Shipped,1,SAVE10,Email,165.012,16.501199999999997,0.0,0.0,0.0
07-10-2023,Printer,2,371.29,Gift Card,Shipped,5,WINTER15,Facebook,742.58,0.0,111.387,0.0,0.0
07-10-2024,Tablet,3,547.15,Online,Shipped,4,WINTER15,Instagram,1641.45,0.0,246.2175,0.0,0.0
07-10-2024,Laptop,4,653.13,Credit Card,Shipped,8,WINTER15,Instagram,2332.082,0.0,349.81229999999994,0.0,0.0
07-12-2023,Tablet,5,501.26,Gift Card,Shipped,10,FREESHIP,Referral,2332.082,0.0,0.0,2332.082,0.0
07-12-2023,Phone,2,133.55,Cash,Pending,7,FREESHIP,Facebook,267.1,0.0,0.0,267.1,0.0
07-12-2024,Desk,1,386.03,Online,Pending,4,FREESHIP,Google,386.03,0.0,0.0,386.03,0.0
07-12-2024,Tablet,1,30.54,Debit Card,Returned,1,SAVE10,Google,165.012,16.501199999999997,0.0,0.0,0.0
07-12-2024,Monitor,2,465.15,Online,Shipped,2,SAVE10,Facebook,930.3,93.03,0.0,0.0,0.0
08-01-2023,Tablet,1,84.8,Gift Card,Pending,5,WINTER15,Instagram,165.012,0.0,24.7518,0.0,0.0
08-01-2023,Phone,1,70.82,Gift Card,Pending,1,WINTER15,Instagram,165.012,0.0,24.7518,0.0,0.0
08-01-2023,Laptop,5,518.55,Credit Card,Cancelled,6,WINTER15,Instagram,2332.082,0.0,349.81229999999994,0.0,0.0
08-01-2024,Tablet,3,475.69,Gift Card,Cancelled,3,FREESHIP,Google,1427.07,0.0,0.0,1427.07,0.0
08-01-2024,Tablet,5,315.57,Debit Card,Delivered,6,WINTER15,Email,1577.85,0.0,236.6775,0.0,1341.1725
08-02-2023,Chair,1,590.87,Gift Card,Returned,6,FREESHIP,Referral,590.87,0.0,0.0,590.87,0.0
08-02-2024,Monitor,4,412.2,Credit Card,Shipped,6,WINTER15,Referral,1648.8,0.0,247.32,0.0,0.0
08-02-2024,Tablet,3,184.47,Online,Cancelled,4,FREESHIP,Referral,553.41,0.0,0.0,553.41,0.0
08-02-2025,Chair,5,68.34,Debit Card,Pending,6,WINTER15,Referral,341.7,0.0,51.255,0.0,0.0
08-03-2023,Tablet,1,535.5,Gift Card,Cancelled,5,WINTER15,Referral,535.5,0.0,80.325,0.0,0.0
08-03-2023,Laptop,2,70.34,Gift Card,Cancelled,3,FREESHIP,Email,165.012,0.0,0.0,165.012,0.0
08-03-2024,Phone,1,96.81,Gift Card,Cancelled,3,WINTER15,Referral,165.012,0.0,24.7518,0.0,0.0
08-03-2025,Printer,3,463.81,Online,Returned,8,WINTER15,Email,1391.43,0.0,208.71450000000002,0.0,0.0
08-03-2025,Laptop,2,488.87,Online,Cancelled,4,FREESHIP,Google,977.74,0.0,0.0,977.74,0.0
08-04-2023,Laptop,4,64.74,Gift Card,Cancelled,8,SAVE10,Google,258.96,25.896,0.0,0.0,0.0
08-04-2023,Laptop,2,331.42,Credit Card,Delivered,6,WINTER15,Google,662.84,0.0,99.426,0.0,563.414
08-04-2024,Printer,4,77.47,Gift Card,Returned,7,SAVE10,Instagram,309.88,30.988000000000003,0.0,0.0,0.0
08-04-2025,Phone,2,547.67,Gift Card,Shipped,3,WINTER15,Instagram,1095.34,0.0,164.301,0.0,0.0
08-04-2025,Desk,5,364.28,Credit Card,Cancelled,5,WINTER15,Google,1821.4,0.0,273.21,0.0,0.0
08-05-2023,Chair,5,62.51,Cash,Pending,9,WINTER15,Instagram,312.55,0.0,46.8825,0.0,0.0
08-05-2023,Laptop,4,686.61,Cash,Shipped,6,WINTER15,Referral,2332.082,0.0,349.81229999999994,0.0,0.0
08-05-2025,Laptop,2,534.43,Debit Card,Pending,5,SAVE10,Facebook,1068.86,106.88599999999998,0.0,0.0,0.0
08-05-2025,Printer,4,626.01,Online,Delivered,8,SAVE10,Email,2332.082,233.2082,0.0,0.0,2098.8738
08-06-2023,Monitor,2,394.3,Cash,Shipped,6,FREESHIP,Email,788.6,0.0,0.0,788.6,0.0
08-06-2024,Desk,4,38.28,Debit Card,Cancelled,4,WINTER15,Facebook,165.012,0.0,24.7518,0.0,0.0
08-06-2024,Printer,1,135.17,Online,Shipped,6,FREESHIP,Instagram,165.012,0.0,0.0,165.012,0.0
08-06-2024,Chair,4,583.07,Credit Card,Cancelled,6,FREESHIP,Referral,2332.082,0.0,0.0,2332.082,0.0
08-06-2024,Monitor,1,249.57,Cash,Shipped,3,FREESHIP,Google,249.57,0.0,0.0,249.57,0.0
08-06-2024,Tablet,1,401.82,Credit Card,Shipped,5,FREESHIP,Google,401.82,0.0,0.0,401.82,0.0
08-06-2025,Desk,3,616.39,Credit Card,Shipped,6,FREESHIP,Instagram,1849.17,0.0,0.0,1849.17,0.0
08-06-2025,Monitor,3,161.97,Cash,Pending,4,SAVE10,Email,485.91,48.591,0.0,0.0,0.0
08-07-2023,Laptop,3,182.48,Cash,Delivered,3,FREESHIP,Instagram,547.44,0.0,0.0,547.44,0.0
08-07-2023,Laptop,5,408.56,Debit Card,Delivered,8,FREESHIP,Instagram,2042.8,0.0,0.0,2042.8,0.0
08-07-2024,Chair,1,343.31,Gift Card,Returned,6,SAVE10,Google,343.31,34.330999999999996,0.0,0.0,0.0
08-09-2023,Desk,3,465.05,Credit Card,Cancelled,3,SAVE10,Email,1395.15,139.515,0.0,0.0,0.0
08-09-2023,Phone,4,186.41,Gift Card,Pending,6,SAVE10,Google,745.64,74.564,0.0,0.0,0.0
08-09-2023,Desk,2,412.14,Credit Card,Returned,2,FREESHIP,Instagram,824.28,0.0,0.0,824.28,0.0
08-09-2024,Tablet,1,586.44,Online,Returned,5,SAVE10,Facebook,586.44,58.644000000000005,0.0,0.0,0.0
08-09-2024,Monitor,1,70.24,Credit Card,Cancelled,4,FREESHIP,Google,165.012,0.0,0.0,165.012,0.0
08-09-2024,Tablet,1,146.32,Online,Shipped,4,WINTER15,Facebook,165.012,0.0,24.7518,0.0,0.0
08-10-2023,Phone,3,107.36,Gift Card,Delivered,5,FREESHIP,Google,322.08,0.0,0.0,322.08,0.0
08-10-2023,Tablet,1,118.8,Online,Delivered,6,SAVE10,Email,165.012,16.501199999999997,0.0,0.0,148.51080000000002
08-10-2024,Desk,2,408.32,Online,Shipped,3,FREESHIP,Facebook,816.64,0.0,0.0,816.64,0.0
08-10-2024,Laptop,3,209.48,Debit Card,Pending,4,FREESHIP,Email,628.44,0.0,0.0,628.44,0.0
08-11-2023,Phone,5,305.49,Debit Card,Shipped,10,SAVE10,Referral,1527.45,152.745,0.0,0.0,0.0
08-11-2024,Chair,2,269.83,Online,Delivered,4,SAVE10,Email,539.66,53.965999999999994,0.0,0.0,485.69399999999996
08-12-2023,Printer,2,253.68,Gift Card,Shipped,6,FREESHIP,Referral,507.36,0.0,0.0,507.36,0.0
09-01-2024,Laptop,4,358.75,Gift Card,Delivered,9,SAVE10,Facebook,1435.0,143.5,0.0,0.0,1291.5
09-01-2024,Tablet,2,68.4,Gift Card,Pending,7,FREESHIP,Email,165.012,0.0,0.0,165.012,0.0
09-02-2024,Monitor,5,418.53,Credit Card,Pending,6,FREESHIP,Google,2092.65,0.0,0.0,2092.65,0.0
09-02-2025,Tablet,3,94.88,Gift Card,Shipped,8,WINTER15,Referral,284.64,0.0,42.696,0.0,0.0
09-03-2023,Laptop,2,301.88,Gift Card,Returned,5,WINTER15,Email,603.76,0.0,90.564,0.0,0.0
09-03-2023,Monitor,2,99.1,Cash,Delivered,6,WINTER15,Instagram,198.2,0.0,29.73,0.0,168.47
09-03-2023,Printer,4,384.85,Online,Delivered,9,FREESHIP,Instagram,1539.4,0.0,0.0,1539.4,0.0
09-03-2023,Printer,3,346.52,Credit Card,Pending,3,SAVE10,Google,1039.56,103.95599999999999,0.0,0.0,0.0
09-03-2024,Desk,5,269.86,Cash,Shipped,6,WINTER15,Facebook,1349.3,0.0,202.395,0.0,0.0
09-04-2023,Printer,5,337.38,Gift Card,Shipped,5,WINTER15,Referral,1686.9,0.0,253.035,0.0,0.0
09-04-2024,Desk,5,217.43,Debit Card,Shipped,10,SAVE10,Instagram,1087.15,108.715,0.0,0.0,0.0
09-04-2024,Tablet,4,198.35,Cash,Cancelled,7,FREESHIP,Google,793.4,0.0,0.0,793.4,0.0
09-04-2024,Printer,2,467.91,Gift Card,Returned,5,WINTER15,Facebook,935.82,0.0,140.37300000000002,0.0,0.0
09-04-2025,Printer,1,538.68,Debit Card,Returned,6,FREESHIP,Referral,538.68,0.0,0.0,538.68,0.0
09-04-2025,Phone,4,273.25,Debit Card,Cancelled,5,FREESHIP,Referral,1093.0,0.0,0.0,1093.0,0.0
09-05-2023,Phone,2,624.16,Debit Card,Shipped,2,SAVE10,Instagram,1248.32,124.832,0.0,0.0,0.0
09-05-2023,Chair,4,576.87,Gift Card,Returned,5,SAVE10,Instagram,2307.48,230.748,0.0,0.0,0.0
09-05-2023,Printer,2,219.1,Online,Pending,4,SAVE10,Referral,438.2,43.82,0.0,0.0,0.0
09-05-2024,Desk,5,127.18,Debit Card,Cancelled,10,FREESHIP,Google,635.9,0.0,0.0,635.9,0.0
09-05-2024,Laptop,3,247.11,Debit Card,Returned,3,WINTER15,Referral,741.33,0.0,111.1995,0.0,0.0
09-05-2025,Chair,2,144.66,Online,Cancelled,7,FREESHIP,Google,289.32,0.0,0.0,289.32,0.0
09-06-2023,Phone,4,197.36,Gift Card,Returned,9,FREESHIP,Instagram,789.44,0.0,0.0,789.44,0.0
09-06-2023,Desk,4,606.57,Debit Card,Delivered,5,WINTER15,Referral,2332.082,0.0,349.81229999999994,0.0,1982.2696999999998
09-06-2024,Chair,1,616.1,Cash,Returned,6,WINTER15,Email,616.1,0.0,92.415,0.0,0.0
09-06-2024,Printer,3,562.55,Debit Card,Returned,6,WINTER15,Email,1687.65,0.0,253.1475,0.0,0.0
09-06-2024,Chair,5,608.91,Gift Card,Pending,6,SAVE10,Google,2332.082,233.2082,0.0,0.0,0.0
09-06-2024,Laptop,1,90.27,Cash,Delivered,5,SAVE10,Facebook,165.012,16.501199999999997,0.0,0.0,148.51080000000002
09-06-2025,Desk,5,230.77,Online,Pending,10,WINTER15,Referral,1153.85,0.0,173.0775,0.0,0.0
09-06-2025,Printer,4,214.35,Debit Card,Cancelled,7,WINTER15,Referral,857.4,0.0,128.61,0.0,0.0
09-06-2025,Chair,4,246.91,Online,Pending,8,SAVE10,Referral,987.64,98.764,0.0,0.0,0.0
09-07-2023,Chair,2,434.3,Cash,Delivered,7,SAVE10,Instagram,868.6,86.86,0.0,0.0,781.74
09-07-2024,Chair,1,123.28,Credit Card,Delivered,3,SAVE10,Email,165.012,16.501199999999997,0.0,0.0,148.51080000000002
09-08-2023,Phone,4,152.29,Debit Card,Cancelled,6,WINTER15,Google,609.16,0.0,91.374,0.0,0.0
09-09-2024,Chair,5,90.92,Credit Card,Delivered,9,SAVE10,Facebook,454.6,45.46,0.0,0.0,409.14000000000004
09-09-2024,Tablet,3,146.73,Cash,Delivered,8,FREESHIP,Email,440.19,0.0,0.0,440.19,0.0
09-09-2024,Monitor,4,73.65,Debit Card,Shipped,9,SAVE10,Google,294.6,29.46,0.0,0.0,0.0
09-10-2023,Printer,5,502.71,Gift Card,Shipped,7,FREESHIP,Google,2332.082,0.0,0.0,2332.082,0.0
09-10-2023,Desk,3,53.6,Cash,Pending,4,WINTER15,Facebook,165.012,0.0,24.7518,0.0,0.0
09-11-2023,Chair,3,154.64,Debit Card,Pending,6,WINTER15,Facebook,463.92,0.0,69.58800000000001,0.0,0.0
09-11-2023,Tablet,2,344.18,Credit Card,Shipped,7,WINTER15,Referral,688.36,0.0,103.25399999999999,0.0,0.0
09-11-2023,Desk,5,110.38,Cash,Pending,10,WINTER15,Referral,551.9,0.0,82.785,0.0,0.0
09-12-2023,Desk,3,54.95,Cash,Returned,8,SAVE10,Referral,165.012,16.501199999999997,0.0,0.0,0.0
09-12-2024,Printer,4,12.1,Debit Card,Cancelled,8,FREESHIP,Google,165.012,0.0,0.0,165.012,0.0
09-12-2024,Tablet,2,409.75,Debit Card,Shipped,2,WINTER15,Facebook,819.5,0.0,122.925,0.0,0.0
10-01-2023,Phone,4,249.07,Credit Card,Returned,5,WINTER15,Referral,996.28,0.0,149.44199999999998,0.0,0.0
10-01-2024,Phone,5,524.26,Gift Card,Delivered,5,FREESHIP,Referral,2332.082,0.0,0.0,2332.082,0.0
10-01-2025,Printer,2,385.16,Online,Pending,7,SAVE10,Email,770.32,77.03200000000001,0.0,0.0,0.0
10-02-2023,Printer,3,602.24,Debit Card,Pending,8,FREESHIP,Referral,1806.72,0.0,0.0,1806.72,0.0
10-02-2024,Chair,1,317.25,Debit Card,Returned,1,SAVE10,Facebook,317.25,31.725,0.0,0.0,0.0
10-02-2025,Laptop,2,500.8,Cash,Delivered,3,FREESHIP,Referral,1001.6,0.0,0.0,1001.6,0.0
10-02-2025,Desk,1,626.6,Gift Card,Returned,4,WINTER15,Facebook,626.6,0.0,93.99,0.0,0.0
10-02-2025,Desk,4,376.43,Gift Card,Pending,5,WINTER15,Instagram,1505.72,0.0,225.858,0.0,0.0
10-03-2023,Laptop,2,343.99,Online,Delivered,4,FREESHIP,Google,687.98,0.0,0.0,687.98,0.0
10-03-2023,Monitor,3,635.98,Cash,Returned,5,FREESHIP,Referral,1907.94,0.0,0.0,1907.94,0.0
10-03-2024,Laptop,5,627.43,Credit Card,Cancelled,10,FREESHIP,Email,2332.082,0.0,0.0,2332.082,0.0
10-03-2024,Phone,3,257.84,Online,Delivered,4,FREESHIP,Instagram,773.52,0.0,0.0,773.52,0.0
10-03-2024,Printer,5,31.96,Credit Card,Returned,5,FREESHIP,Referral,165.012,0.0,0.0,165.012,0.0
10-03-2025,Tablet,2,311.91,Online,Shipped,2,WINTER15,Facebook,623.82,0.0,93.57300000000001,0.0,0.0
10-04-2023,Monitor,2,139.95,Online,Returned,5,WINTER15,Instagram,279.9,0.0,41.985,0.0,0.0
10-04-2023,Phone,1,583.9,Cash,Returned,1,WINTER15,Email,583.9,0.0,87.585,0.0,0.0
10-04-2024,Laptop,5,601.72,Gift Card,Cancelled,5,WINTER15,Instagram,2332.082,0.0,349.81229999999994,0.0,0.0
10-04-2024,Printer,2,236.33,Online,Pending,3,SAVE10,Instagram,472.66,47.266000000000005,0.0,0.0,0.0
10-05-2024,Phone,1,222.73,Online,Returned,4,SAVE10,Google,222.73,22.272999999999996,0.0,0.0,0.0
10-05-2024,Monitor,2,228.91,Debit Card,Shipped,4,SAVE10,Referral,457.82,45.782,0.0,0.0,0.0
10-05-2025,Laptop,4,464.29,Debit Card,Returned,5,SAVE10,Email,1857.16,185.716,0.0,0.0,0.0
10-05-2025,Tablet,1,195.86,Online,Pending,3,SAVE10,Facebook,195.86,19.586000000000002,0.0,0.0,0.0
10-06-2024,Printer,4,48.61,Online,Shipped,7,FREESHIP,Facebook,194.44,0.0,0.0,194.44,0.0
10-06-2025,Phone,1,338.31,Online,Delivered,3,SAVE10,Google,338.31,33.830999999999996,0.0,0.0,304.479
10-06-2025,Monitor,3,434.45,Credit Card,Pending,4,SAVE10,Referral,1303.35,130.335,0.0,0.0,0.0
10-07-2023,Chair,4,629.34,Cash,Shipped,7,SAVE10,Email,2332.082,233.2082,0.0,0.0,0.0
10-08-2023,Printer,1,303.6,Cash,Shipped,5,FREESHIP,Facebook,303.6,0.0,0.0,303.6,0.0
10-08-2023,Desk,3,469.32,Debit Card,Shipped,3,WINTER15,Google,1407.96,0.0,211.19400000000002,0.0,0.0
10-09-2023,Printer,2,461.13,Gift Card,Returned,4,FREESHIP,Email,922.26,0.0,0.0,922.26,0.0
10-09-2024,Printer,3,91.74,Debit Card,Returned,8,FREESHIP,Referral,275.22,0.0,0.0,275.22,0.0
10-10-2024,Tablet,3,225.11,Cash,Shipped,4,SAVE10,Facebook,675.33,67.533,0.0,0.0,0.0
10-10-2024,Monitor,5,566.07,Credit Card,Delivered,6,SAVE10,Instagram,2332.082,233.2082,0.0,0.0,2098.8738
10-11-2024,Monitor,1,522.08,Gift Card,Returned,5,FREESHIP,Referral,522.08,0.0,0.0,522.08,0.0
10-11-2024,Monitor,3,676.21,Online,Delivered,5,SAVE10,Google,2028.63,202.86300000000003,0.0,0.0,1825.767
10-11-2024,Tablet,1,620.21,Online,Returned,1,FREESHIP,Referral,620.21,0.0,0.0,620.21,0.0
10-12-2023,Tablet,4,66.1,Cash,Returned,9,WINTER15,Google,264.4,0.0,39.66,0.0,0.0
10-12-2024,Monitor,4,577.82,Credit Card,Delivered,9,WINTER15,Google,2311.28,0.0,346.69200000000006,0.0,1964.5880000000002
11-01-2023,Printer,5,319.97,Cash,Shipped,7,SAVE10,Google,1599.85,159.985,0.0,0.0,0.0
11-01-2023,Printer,1,310.93,Online,Cancelled,3,WINTER15,Facebook,310.93,0.0,46.6395,0.0,0.0
11-01-2025,Tablet,2,179.96,Gift Card,Shipped,5,SAVE10,Instagram,359.92,35.992000000000004,0.0,0.0,0.0
11-02-2023,Laptop,4,221.33,Online,Pending,5,WINTER15,Google,885.32,0.0,132.798,0.0,0.0
11-02-2023,Chair,1,531.18,Gift Card,Returned,6,WINTER15,Instagram,531.18,0.0,79.67699999999999,0.0,0.0
11-02-2023,Printer,3,649.93,Credit Card,Pending,7,WINTER15,Facebook,1949.79,0.0,292.4685,0.0,0.0
11-02-2023,Monitor,4,558.9,Gift Card,Shipped,9,WINTER15,Google,2235.6,0.0,335.34,0.0,0.0
11-02-2024,Desk,1,314.38,Online,Returned,6,SAVE10,Google,314.38,31.438000000000002,0.0,0.0,0.0
11-03-2024,Chair,5,530.34,Online,Shipped,9,FREESHIP,Google,2332.082,0.0,0.0,2332.082,0.0
11-03-2025,Phone,2,224.37,Debit Card,Delivered,3,WINTER15,Referral,448.74,0.0,67.311,0.0,381.429
11-04-2023,Tablet,4,629.34,Cash,Cancelled,4,WINTER15,Instagram,2332.082,0.0,349.81229999999994,0.0,0.0
11-04-2024,Phone,2,160.98,Debit Card,Delivered,3,SAVE10,Referral,321.96,32.196,0.0,0.0,289.764
11-04-2024,Desk,4,577.08,Online,Pending,8,SAVE10,Facebook,2308.32,230.832,0.0,0.0,0.0
11-04-2024,Printer,5,22.14,Cash,Returned,10,SAVE10,Instagram,165.012,16.501199999999997,0.0,0.0,0.0
11-04-2024,Chair,4,512.06,Online,Delivered,5,SAVE10,Google,2048.24,204.82399999999998,0.0,0.0,1843.4159999999997
11-04-2025,Tablet,5,133.01,Credit Card,Returned,10,FREESHIP,Facebook,665.05,0.0,0.0,665.05,0.0
11-05-2023,Chair,1,583.99,Cash,Cancelled,2,SAVE10,Email,583.99,58.398999999999994,0.0,0.0,0.0
11-05-2023,Monitor,3,478.65,Online,Shipped,4,SAVE10,Referral,1435.95,143.595,0.0,0.0,0.0
11-06-2023,Chair,4,418.71,Cash,Pending,8,FREESHIP,Instagram,1674.84,0.0,0.0,1674.84,0.0
11-06-2023,Tablet,4,560.58,Gift Card,Returned,6,SAVE10,Referral,2242.32,224.232,0.0,0.0,0.0
11-06-2023,Chair,4,435.12,Credit Card,Delivered,9,SAVE10,Instagram,1740.48,174.048,0.0,0.0,1566.432
11-06-2023,Printer,2,434.97,Online,Shipped,7,SAVE10,Email,869.94,86.99400000000001,0.0,0.0,0.0
11-06-2024,Laptop,4,340.3,Cash,Cancelled,8,SAVE10,Referral,1361.2,136.12,0.0,0.0,0.0
11-06-2024,Laptop,3,306.29,Credit Card,Returned,7,WINTER15,Instagram,918.87,0.0,137.8305,0.0,0.0
11-06-2025,Desk,2,534.67,Debit Card,Shipped,7,FREESHIP,Referral,1069.34,0.0,0.0,1069.34,0.0
11-06-2025,Monitor,2,464.5,Online,Cancelled,2,WINTER15,Instagram,929.0,0.0,139.35,0.0,0.0
11-06-2025,Monitor,3,198.63,Cash,Pending,8,SAVE10,Instagram,595.89,59.589,0.0,0.0,0.0
11-07-2023,Phone,1,693.41,Debit Card,Shipped,4,SAVE10,Instagram,693.41,69.341,0.0,0.0,0.0
11-08-2023,Desk,1,645.46,Gift Card,Cancelled,5,SAVE10,Google,645.46,64.546,0.0,0.0,0.0
11-08-2023,Phone,2,423.88,Debit Card,Delivered,7,SAVE10,Referral,847.76,84.77600000000001,0.0,0.0,762.9839999999999
11-08-2023,Laptop,3,439.53,Debit Card,Pending,5,SAVE10,Google,1318.59,131.859,0.0,0.0,0.0
11-08-2024,Monitor,2,493.63,Online,Returned,6,SAVE10,Referral,987.26,98.726,0.0,0.0,0.0
11-09-2023,Tablet,1,531.74,Online,Shipped,1,WINTER15,Google,531.74,0.0,79.76100000000001,0.0,0.0
11-09-2024,Chair,4,593.27,Online,Shipped,5,FREESHIP,Facebook,2332.082,0.0,0.0,2332.082,0.0
11-09-2024,Phone,4,692.91,Credit Card,Pending,9,SAVE10,Instagram,2332.082,233.2082,0.0,0.0,0.0
11-10-2024,Tablet,4,362.06,Debit Card,Returned,4,SAVE10,Facebook,1448.24,144.82399999999998,0.0,0.0,0.0
11-11-2023,Monitor,3,654.54,Cash,Returned,7,SAVE10,Referral,1963.62,196.36199999999997,0.0,0.0,0.0
11-11-2023,Printer,1,70.32,Cash,Returned,4,WINTER15,Facebook,165.012,0.0,24.7518,0.0,0.0
11-11-2024,Laptop,1,627.34,Online,Delivered,1,SAVE10,Referral,627.34,62.73400000000001,0.0,0.0,564.606
11-11-2024,Phone,1,601.36,Online,Shipped,1,SAVE10,Facebook,601.36,60.136,0.0,0.0,0.0
11-12-2023,Laptop,3,379.07,Gift Card,Pending,3,WINTER15,Google,1137.21,0.0,170.5815,0.0,0.0
11-12-2023,Printer,3,448.9,Debit Card,Returned,7,SAVE10,Instagram,1346.7,134.67,0.0,0.0,0.0
11-12-2023,Chair,3,490.92,Credit Card,Pending,5,FREESHIP,Email,1472.76,0.0,0.0,1472.76,0.0
11-12-2024,Chair,4,147.51,Debit Card,Pending,4,WINTER15,Instagram,590.04,0.0,88.50599999999999,0.0,0.0
11-12-2024,Tablet,3,538.74,Online,Shipped,6,FREESHIP,Email,1616.22,0.0,0.0,1616.22,0.0
11-12-2024,Tablet,4,190.64,Cash,Delivered,5,SAVE10,Email,762.56,76.256,0.0,0.0,686.304
12-01-2023,Monitor,5,643.89,Cash,Returned,8,WINTER15,Facebook,2332.082,0.0,349.81229999999994,0.0,0.0
12-01-2024,Chair,4,56.66,Online,Delivered,4,SAVE10,Instagram,226.64,22.663999999999998,0.0,0.0,203.976
12-02-2025,Laptop,4,198.81,Cash,Returned,9,FREESHIP,Referral,795.24,0.0,0.0,795.24,0.0
12-03-2023,Laptop,4,512.75,Debit Card,Returned,8,WINTER15,Google,2051.0,0.0,307.65,0.0,0.0
12-03-2023,Chair,2,194.85,Gift Card,Returned,5,WINTER15,Referral,389.7,0.0,58.455,0.0,0.0
12-03-2023,Chair,1,372.8,Cash,Cancelled,6,SAVE10,Facebook,372.8,37.28,0.0,0.0,0.0
12-03-2024,Chair,5,485.71,Online,Pending,10,SAVE10,Referral,2332.082,233.2082,0.0,0.0,0.0
12-03-2025,Tablet,2,259.58,Debit Card,Delivered,7,FREESHIP,Instagram,519.16,0.0,0.0,519.16,0.0
12-03-2025,Laptop,4,233.7,Online,Shipped,8,SAVE10,Facebook,934.8,93.48,0.0,0.0,0.0
12-03-2025,Tablet,2,428.09,Credit Card,Returned,6,SAVE10,Instagram,856.18,85.618,0.0,0.0,0.0
12-03-2025,Monitor,1,176.58,Debit Card,Returned,4,WINTER15,Referral,176.58,0.0,26.487000000000002,0.0,0.0
12-04-2023,Chair,5,22.94,Cash,Pending,10,WINTER15,Email,165.012,0.0,24.7518,0.0,0.0
12-04-2025,Printer,1,201.58,Debit Card,Cancelled,2,WINTER15,Email,201.58,0.0,30.237000000000002,0.0,0.0
